"","x"
"1920",84.2
"1921",84.9
"1922",84.2
"1923",83.3
"1924",83.7
"1925",82.9
"1926",82.4
"1927",81.9
"1928",81.7
"1929",81.5
"1930",81.5
"1931",81.3
"1932",81
"1933",81
"1934",81
"1935",80.8
"1936",80.8
"1937",81.1
"1938",82.6
"1939",82.8
"1940",83.7
"1941",84.4
"1942",84.7
"1943",82.9
"1944",84
"1945",83.7
"1946",83.3
"1947",82.4
"1948",82.2
"1949",81.9
"1950",81.3
"1951",79.3
"1952",79.7
"1953",80.6
"1954",80.8
"1955",80.6
"1956",80.6
"1957",80.6
"1958",80.6
"1959",80.8
"1960",81.3
"1961",82.8
"1962",83.1
"1963",83.8
"1964",84.4
"1965",83.8
"1966",83.3
"1967",83.7
"1968",84
"1969",82.9
"1970",82.4
"1971",82.4
"1972",81.7
"1973",81.5
"1974",81.3
"1975",81
"1976",80.6
"1977",80.6
"1978",80.6
"1979",79.2
"1980",79
"1981",79.5
"1982",81.5
"1983",82
"1984",81.3
"1985",77.7
"1986",79.5
"1987",80.8
"1988",81.7
"1989",81.5
"1990",80.4
"1991",80.2
"1992",80.8
"1993",78.1
"1994",78.3
"1995",79
"1996",78.4
"1997",79
"1998",78.6
"1999",79
"2000",79
"2001",79
"2002",77.5
"2003",78.4
"2004",76.6
"2005",78.4
"2006",79
"2007",80.1
"2008",80.6
"2009",81.5
"2010",83.1
"2011",82.9
"2012",83.1
"2013",81.7
"2014",82.6
"2015",82.4
"2016",80.8
"2017",80.8
"2018",80.2
"2019",80.4
"2020",80.4
"2021",79.7
"2022",78.6
"2023",79.7
"2024",79.5
"2025",79.2
"2026",79
"2027",80.4
"2028",82.4
"2029",82.8
"2030",83.7
"2031",82.9
"2032",82.4
"2033",83.7
"2034",82
"2035",81.5
"2036",80.1
"2037",82.2
"2038",82.2
"2039",80.4
"2040",79.9
"2041",80.2
"2042",80.1
"2043",79.7
"2044",79.5
"2045",79.5
"2046",79
"2047",79.3
"2048",78.8
"2049",79.7
"2050",81.5
"2051",82.8
"2052",83.5
"2053",82.8
"2054",83.8
"2055",84.4
"2056",84.7
"2057",84.9
"2058",84.7
"2059",82.9
"2060",82.9
"2061",82.6
"2062",82.2
"2063",82
"2064",80.8
"2065",81.3
"2066",80.4
"2067",80.4
"2068",80.4
"2069",80.1
"2070",80.4
"2071",80.4
"2072",79.5
"2073",81.5
"2074",82.8
"2075",84.7
"2076",85.1
"2077",85.8
"2078",85.5
"2079",85.1
"2080",84.7
"2081",83.5
"2082",83.7
"2083",82.9
"2084",82
"2085",82
"2086",80.8
"2087",80.2
"2088",81.1
"2089",81.7
"2090",81.7
"2091",80.4
"2092",80.1
"2093",79.9
"2094",80.1
"2095",80.4
"2096",82.4
"2097",83.3
"2098",83.1
"2099",84
"2100",83.8
"2101",84.2
"2102",85.1
"2103",84.7
"2104",84.7
"2105",83.7
"2106",82.9
"2107",82
"2108",81
"2109",82
"2110",82.2
"2111",81.3
"2112",81.5
"2113",79.3
"2114",80.2
"2115",81.1
"2116",81.3
"2117",81.3
"2118",81.1
"2119",81.9
"2120",81.9
"2121",83.3
"2122",83.8
"2123",84.7
"2124",84.6
"2125",84.9
"2126",85.1
"2127",84.9
"2128",83.8
"2129",83.1
"2130",82.6
"2131",81.7
"2132",81.1
"2133",81
"2134",81
"2135",81
"2136",80.4
"2137",80.2
"2138",80.4
"2139",80.4
"2140",81.3
"2141",81.3
"2142",81.7
"2143",82.6
"2144",83.1
"2145",83.5
"2146",84.6
"2147",84.7
"2148",84.9
"2149",85.3
"2150",84.4
"2151",83.7
"2152",82.9
"2153",81.7
"2154",79.7
"2155",81.1
"2156",81.3
"2157",81.3
"2158",81
"2159",81.1
"2160",80.8
"2161",81.1
"2162",80.8
"2163",80.4
"2164",81
"2165",80.8
"2166",81.3
"2167",81.9
"2168",82.6
"2169",82.2
"2170",83.5
"2171",84
"2172",83.8
"2173",83.8
"2174",83.5
"2175",83.8
"2176",83.5
"2177",82.2
"2178",82
"2179",81.1
"2180",80.8
"2181",80.1
"2182",80.6
"2183",80.4
"2184",81.1
"2185",80.2
"2186",77.5
"2187",79.5
"2188",78.4
"2189",78.4
"2190",82.2
"2191",83.1
"2192",82.9
"2193",84
"2194",83.5
"2195",84
"2196",83.8
"2197",84.6
"2198",85.1
"2199",83.5
"2200",82.8
"2201",82.2
"2202",80.1
"2203",78.6
"2204",75.9
"2205",78.4
"2206",78.6
"2207",76.5
"2208",77.5
"2209",76.1
"2210",77
"2211",79.5
"2212",77.9
"2213",78.8
"2214",82.4
"2215",83.3
"2216",84
"2217",84
"2218",84.2
"2219",84.4
"2220",84.4
"2221",84.7
"2222",83.3
"2223",82.9
"2224",82.8
"2225",82.4
"2226",82
"2227",82
"2228",82
"2229",82.2
"2230",81.9
"2231",81.9
"2232",81.7
"2233",81.3
"2234",81.1
"2235",80.6
"2236",81.7
"2237",82
"2238",82.9
"2239",83.8
"2240",84.2
"2241",84.2
"2242",84.9
"2243",84.9
"2244",85.6
"2245",86
"2246",84.9
"2247",84.2
"2248",83.3
"2249",82.9
"2250",82.6
"2251",82.4
"2252",82.4
"2253",82.2
"2254",82
"2255",81.9
"2256",81.5
"2257",81.3
"2258",81.7
"2259",81.7
"2260",82.2
"2261",82.2
"2262",82.9
"2263",83.3
"2264",83.5
"2265",84
"2266",83.7
"2267",84.9
"2268",83.8
"2269",84.6
"2270",84.4
"2271",82.9
"2272",82.2
"2273",82
"2274",81.5
"2275",81.3
"2276",81.5
"2277",81.3
"2278",81
"2279",80.4
"2280",80.4
"2281",81
"2282",81
"2283",81
"2284",81.7
"2285",82.6
"2286",82.6
"2287",82.6
"2288",83.1
"2289",83.3
"2290",83.3
"2291",83.8
"2292",83.8
"2293",82.9
"2294",82.8
"2295",81.9
"2296",81
"2297",79.9
"2298",80.1
"2299",80.2
"2300",79.7
"2301",79.9
"2302",79.3
"2303",79.3
"2304",79
"2305",79.5
"2306",79
"2307",79.3
"2308",81.3
"2309",81.3
"2310",82.6
"2311",82.9
"2312",83.3
"2313",83.7
"2314",83.8
"2315",84
"2316",83.3
"2317",83.5
"2318",82.6
"2319",81.9
"2320",81.7
"2321",81.3
"2322",80.1
"2323",77.2
"2324",78.3
"2325",81.3
"2326",81
"2327",80.8
"2328",80.8
"2329",80.8
"2330",80.6
"2331",80.8
"2332",81.3
"2333",82
"2334",82.2
"2335",82.8
"2336",83.8
"2337",83.5
"2338",84.2
"2339",84.4
"2340",84.2
"2341",84
"2342",82.8
"2343",82.4
"2344",81.9
"2345",81.5
"2346",81.7
"2347",81.7
"2348",81.9
"2349",81.7
"2350",81.7
"2351",81.7
"2352",81.5
"2353",81
"2354",81.3
"2355",80.6
"2356",81.1
"2357",82
"2358",82.6
"2359",83.3
"2360",83.5
"2361",84
"2362",84.2
"2363",84
"2364",84.6
"2365",84.6
"2366",84.4
"2367",83.5
"2368",82.6
"2369",81.9
"2370",81.3
"2371",81.7
"2372",81.5
"2373",81.3
"2374",81.3
"2375",81.3
"2376",81.1
"2377",81
"2378",81.1
"2379",81
"2380",81.1
"2381",81.9
"2382",83.1
"2383",84
"2384",84.6
"2385",85.5
"2386",85.1
"2387",84.9
"2388",84.2
"2389",84.4
"2390",83.7
"2391",82.9
"2392",81.9
"2393",81.7
"2394",81.5
"2395",81.1
"2396",80.8
"2397",80.8
"2398",80.8
"2399",80.8
"2400",81
"2401",80.1
"2402",79.5
"2403",79.3
"2404",81
"2405",82
"2406",82.9
"2407",83.7
"2408",84.6
"2409",85.1
"2410",84.6
"2411",84.7
"2412",84.4
"2413",83.3
"2414",82.2
"2415",81.7
"2416",81.5
"2417",81.5
"2418",80.8
"2419",80.4
"2420",80.4
"2421",80.6
"2422",80.2
"2423",80.2
"2424",79.3
"2425",79
"2426",79.2
"2427",81
"2428",82.6
"2429",83.1
"2430",83.5
"2431",83.5
"2432",84
"2433",84.4
"2434",84.6
"2435",83.7
"2436",84
"2437",83.5
"2438",82.4
"2439",82
"2440",81.7
"2441",81.5
"2442",81.3
"2443",81.5
"2444",81.3
"2445",81.1
"2446",81.3
"2447",81.1
"2448",80.8
"2449",80.6
"2450",80.8
"2451",81.5
"2452",81.7
"2453",83.1
"2454",83.1
"2455",83.5
"2456",84.6
"2457",85.3
"2458",84.2
"2459",84.4
"2460",84.9
"2461",84.4
"2462",83.7
"2463",82.4
"2464",81.9
"2465",81.5
"2466",81.7
"2467",81.5
"2468",81.3
"2469",81.1
"2470",80.8
"2471",81.1
"2472",80.8
"2473",81
"2474",80.8
"2475",81.3
"2476",82.2
"2477",82.9
"2478",83.5
"2479",84.4
"2480",84.7
"2481",84.6
"2482",84.6
"2483",84.6
"2484",84.4
"2485",83.5
"2486",82.8
"2487",82.4
"2488",82.4
"2489",81.9
"2490",82
"2491",81.7
"2492",81.7
"2493",81.5
"2494",81.3
"2495",81.1
"2496",81
"2497",81
"2498",81
"2499",81
"2500",81.5
"2501",83.8
"2502",84.2
"2503",84.6
"2504",84.6
"2505",84.2
"2506",84
"2507",83.7
"2508",82.9
"2509",82.6
"2510",81.7
"2511",81.1
"2512",80.6
"2513",81
"2514",80.8
"2515",80.6
"2516",80.4
"2517",80.2
"2518",80.4
"2519",80.2
"2520",80.1
"2521",79.9
"2522",80.8
"2523",81.5
"2524",83.1
"2525",83.7
"2526",84.2
"2527",84.7
"2528",84.4
"2529",86
"2530",86.4
"2531",85.1
"2532",84
"2533",82.6
"2534",82
"2535",81.5
"2536",81.3
"2537",81
"2538",80.6
"2539",80.8
"2540",80.8
"2541",80.8
"2542",80.8
"2543",77.9
"2544",79.3
"2545",79.2
"2546",75.2
"2547",79
"2548",81.5
"2549",75.6
"2550",82
"2551",82.8
"2552",82.9
"2553",82.6
"2554",82.4
"2555",82.8
"2556",82.4
"2557",81.5
"2558",82
"2559",81.9
"2560",81.9
"2561",81.5
"2562",81.1
"2563",81.1
"2564",81.1
"2565",81.3
"2566",81.7
"2567",81.9
"2568",82.9
"2569",84.4
"2570",84.9
"2571",84.7
"2572",86
"2573",86
"2574",84.2
"2575",84.2
"2576",82.8
"2577",82.2
"2578",81.9
"2579",81.5
"2580",81.7
"2581",81.3
"2582",81
"2583",80.6
"2584",81.1
"2585",81.1
"2586",81.1
"2587",80.4
"2588",81.5
"2589",82.6
"2590",82.2
"2591",83.5
"2592",83.8
"2593",83.8
"2594",83.7
"2595",83.8
"2596",83.7
"2597",83.8
"2598",84
"2599",82.6
"2600",81.7
"2601",81.7
"2602",80.8
"2603",81.1
"2604",80.8
"2605",79.9
"2606",78.3
"2607",79.7
"2608",78.1
"2609",78.8
"2610",80.1
"2611",81.5
"2612",82.2
"2613",82.8
"2614",82.8
"2615",83.8
"2616",83.8
"2617",83.8
"2618",84
"2619",83.7
"2620",82
"2621",81
"2622",81.1
"2623",80.8
"2624",80.8
"2625",80.6
"2626",80.8
"2627",80.2
"2628",78.8
"2629",79
"2630",79.7
"2631",81.1
"2632",81.5
"2633",82
"2634",82.4
"2635",82.4
"2636",83.3
"2637",84.2
"2638",84.2
"2639",83.8
"2640",84
"2641",84.4
"2642",83.7
"2643",83.8
"2644",83.1
"2645",81.7
"2646",81.9
"2647",81.9
"2648",81
"2649",81.5
"2650",81.3
"2651",81.7
"2652",81.7
"2653",81.3
"2654",81.7
"2655",81.3
"2656",82.8
"2657",82.9
"2658",84.2
"2659",84.7
"2660",85.6
"2661",85.3
"2662",85.3
"2663",85.3
"2664",84.9
"2665",84.2
"2666",83.1
"2667",82.6
"2668",82.2
"2669",82.4
"2670",81.9
"2671",81.9
"2672",81.5
"2673",81.1
"2674",81.1
"2675",81.1
"2676",81.1
"2677",80.8
"2678",81.9
"2679",82.8
"2680",83.7
"2681",84.6
"2682",85.3
"2683",85.6
"2684",85.6
"2685",85.8
"2686",86
"2687",85.3
"2688",84.4
"2689",83.3
"2690",82.4
"2691",81.7
"2692",81.5
"2693",81.3
"2694",81.3
"2695",81
"2696",80.4
"2697",80.1
"2698",79.9
"2699",80.2
"2700",80.2
"2701",81.7
"2702",82.6
"2703",82.9
"2704",83.1
"2705",82.8
"2706",84.7
"2707",83.7
"2708",83.3
"2709",84.2
"2710",83.1
"2711",83.1
"2712",83.1
"2713",81.7
"2714",81.1
"2715",80.6
"2716",80.6
"2717",80.6
"2718",80.1
"2719",80.1
"2720",79.5
"2721",79.5
"2722",79.2
"2723",79.2
"2724",79.2
"2725",80.1
"2726",81.5
"2727",81.9
"2728",84.7
"2729",84
"2730",83.5
"2731",85.5
"2732",85.3
"2733",84.7
"2734",83.7
"2735",82.9
"2736",82.2
"2737",81.9
"2738",81.7
"2739",81.7
"2740",81.3
"2741",81.1
"2742",81.7
"2743",80.4
"2744",80.6
"2745",79
"2746",79.5
"2747",81
"2748",81.1
"2749",81.7
"2750",82.4
"2751",83.3
"2752",84.4
"2753",84.6
"2754",85.1
"2755",85.5
"2756",85.6
"2757",85.3
"2758",84.9
"2759",84.4
"2760",82.9
"2761",82.4
"2762",82
"2763",82.2
"2764",81.9
"2765",81.9
"2766",81.9
"2767",81.5
"2768",81.3
"2769",81.5
"2770",81.3
"2771",81.3
"2772",81.1
"2773",82
"2774",82.8
"2775",83.7
"2776",83.7
"2777",84.4
"2778",84.6
"2779",85.1
"2780",84.6
"2781",84.6
"2782",84.6
"2783",84.2
"2784",83.1
"2785",82.9
"2786",82.4
"2787",82
"2788",82
"2789",82
"2790",81.7
"2791",81.9
"2792",81.5
"2793",81.7
"2794",81.5
"2795",81.3
"2796",81.5
"2797",82
"2798",82.6
"2799",83.3
"2800",84.4
"2801",85.1
"2802",84.6
"2803",85.3
"2804",85.3
"2805",85.3
"2806",84.6
"2807",84
"2808",83.7
"2809",82.8
"2810",81.9
"2811",81.5
"2812",81.7
"2813",81.5
"2814",81
"2815",80.4
"2816",80.1
"2817",80.1
"2818",79.9
"2819",79.9
"2820",79.7
"2821",81.1
"2822",82
"2823",82.6
"2824",82.6
"2825",82.8
"2826",82.9
"2827",83.7
"2828",83.8
"2829",83.7
"2830",83.3
"2831",80.1
"2832",80.8
"2833",80.2
"2834",79.3
"2835",80.1
"2836",79
"2837",79.2
"2838",79.7
"2839",79.7
"2840",81
"2841",76.6
"2842",80.1
"2843",80.4
"2844",80.8
"2845",81.1
"2846",81.7
"2847",82.6
"2848",82.2
"2849",83.1
"2850",82.8
"2851",82.9
"2852",83.5
"2853",83.7
"2854",83.1
"2855",82.9
"2856",82.8
"2857",82
"2858",81.7
"2859",81.5
"2860",81.3
"2861",81.3
"2862",81.1
"2863",80.8
"2864",80.6
"2865",80.6
"2866",81
"2867",80.6
"2868",80.2
"2869",79.7
"2870",81.3
"2871",83.1
"2872",83.5
"2873",84.2
"2874",84.4
"2875",84.6
"2876",85.1
"2877",84.7
"2878",84.6
"2879",83.7
"2880",82.8
"2881",82.4
"2882",82.4
"2883",82
"2884",81.5
"2885",81.3
"2886",81.9
"2887",81.5
"2888",81.5
"2889",81.7
"2890",81.1
"2891",81.1
"2892",82
"2893",82.9
"2894",84
"2895",85.1
"2896",85.6
"2897",85.3
"2898",85.6
"2899",85.5
"2900",85.5
"2901",84.7
"2902",84.4
"2903",83.5
"2904",82.6
"2905",82.4
"2906",82.6
"2907",82
"2908",82
"2909",81.9
"2910",82
"2911",81.7
"2912",81.5
"2913",81
"2914",81
"2915",81.9
"2916",82.9
"2917",83.3
"2918",84.2
"2919",84.6
"2920",84.2
"2921",84.6
"2922",84.4
"2923",84.6
"2924",84.6
"2925",84
"2926",83.5
"2927",82.6
"2928",82
"2929",81.7
"2930",81.9
"2931",81.5
"2932",81.5
"2933",81.9
"2934",81.7
"2935",82.2
"2936",83.7
"2937",84
"2938",85.1
"2939",84.4
"2940",84.4
"2941",84.7
"2942",84.7
"2943",84.4
"2944",82.9
"2945",82
"2946",81.3
"2947",81.1
"2948",81.1
"2949",81
"2950",80.8
"2951",80.2
"2952",81.1
"2953",80.4
"2954",79.5
"2955",82.8
"2956",83.7
"2957",84.4
"2958",84.2
"2959",84.2
"2960",84.7
"2961",85.8
"2962",84.4
"2963",84
"2964",82.6
"2965",81.9
"2966",81.1
"2967",81.3
"2968",80.8
"2969",81.5
"2970",81.3
"2971",81.1
"2972",81.3
"2973",81.3
"2974",81.3
"2975",82.8
"2976",82.9
"2977",83.7
"2978",83.8
"2979",84.7
"2980",85.3
"2981",85.6
"2982",85.3
"2983",84.6
"2984",84
"2985",83.3
"2986",82.6
"2987",82.4
"2988",82.4
"2989",82.2
"2990",81.7
"2991",81.3
"2992",81
"2993",80.6
"2994",80.6
"2995",81
"2996",81
"2997",80.2
"2998",79.7
"2999",80.6
"3000",83.8
"3001",84.4
"3002",84.6
"3003",85.6
"3004",85.8
"3005",83.7
"3006",84.4
"3007",83.7
"3008",83.1
"3009",82.8
"3010",82.4
"3011",82.4
"3012",82.2
"3013",82.2
"3014",81.9
"3015",82.4
"3016",82
"3017",81.9
"3018",80.8
"3019",81.1
"3020",80.8
"3021",82
"3022",83.3
"3023",83.8
"3024",84.9
"3025",84.4
"3026",85.5
"3027",84.9
"3028",84.7
"3029",84
"3030",82.9
"3031",82.6
"3032",82.9
"3033",82.4
"3034",81.9
"3035",82
"3036",82
"3037",82
"3038",81.7
"3039",81.3
"3040",81.1
"3041",81.3
"3042",81
"3043",81.3
"3044",82.2
"3045",83.5
"3046",83.8
"3047",83.7
"3048",84
"3049",86.2
"3050",86
"3051",86.2
"3052",85.8
"3053",85.8
"3054",85.3
"3055",84.4
"3056",82.9
"3057",82.6
"3058",82.6
"3059",82.6
"3060",82.2
"3061",82.2
"3062",82
"3063",81.3
"3064",81.7
"3065",81.5
"3066",81.3
"3067",81.3
"3068",82
"3069",82.4
"3070",83.3
"3071",84.7
"3072",84.6
"3073",84.9
"3074",85.6
"3075",85.6
"3076",85.6
"3077",85.3
"3078",84.7
"3079",83.5
"3080",82.6
"3081",82.2
"3082",81.9
"3083",81.9
"3084",81.9
"3085",81
"3086",80.6
"3087",80.6
"3088",79.5
"3089",79.5
"3090",79.7
"3091",80.8
"3092",81
"3093",82.6
"3094",82.8
"3095",83.5
"3096",84
"3097",84.4
"3098",84.9
"3099",85.3
"3100",85.1
"3101",84.6
"3102",84.2
"3103",83.1
"3104",82.6
"3105",82.4
"3106",81.3
"3107",81.1
"3108",80.8
"3109",80.4
"3110",80.1
"3111",80.1
"3112",80.4
"3113",79.7
"3114",79.5
"3115",79.7
"3116",81.1
"3117",82.6
"3118",83.7
"3119",84.2
"3120",84.2
"3121",84.4
"3122",85.8
"3123",85.1
"3124",84.7
"3125",83.5
"3126",84.2
"3127",83.3
"3128",82.6
"3129",82.6
"3130",82.6
"3131",82.4
"3132",82
"3133",81.9
"3134",81.7
"3135",81.9
"3136",79.5
"3137",81.5
"3138",80.8
"3139",80.4
"3140",81.9
"3141",82.6
"3142",82.4
"3143",83.8
"3144",84.4
"3145",84.4
"3146",84.6
"3147",84
"3148",84
"3149",84.4
"3150",85.1
"3151",83.8
"3152",82.6
"3153",82.4
"3154",82.2
"3155",82.2
"3156",81.7
"3157",81.5
"3158",81.1
"3159",81
"3160",81
"3161",81.3
"3162",82
"3163",81.9
"3164",82.6
"3165",83.5
"3166",83.8
"3167",85.1
"3168",84.9
"3169",85.5
"3170",86
"3171",86.7
"3172",85.8
"3173",85.5
"3174",84.9
"3175",84.2
"3176",83.1
"3177",82.2
"3178",82
"3179",82
"3180",81.9
"3181",81.7
"3182",81.3
"3183",81
"3184",80.8
"3185",80.4
"3186",80.6
"3187",80.8
"3188",82.2
"3189",83.1
"3190",84.7
"3191",85.3
"3192",85.5
"3193",85.1
"3194",84.9
"3195",82.6
"3196",85.1
"3197",83.8
"3198",83.3
"3199",82.6
"3200",82
"3201",80.8
"3202",80.8
"3203",80.2
"3204",79.7
"3205",80.4
"3206",80.1
"3207",80.2
"3208",80.2
"3209",80.4
"3210",79.9
"3211",82.2
"3212",82.4
"3213",83.7
"3214",84.4
"3215",84.4
"3216",84.4
"3217",85.5
"3218",85.3
"3219",85.6
"3220",85.3
"3221",84.6
"3222",83.3
"3223",82.8
"3224",82.2
"3225",82.2
"3226",82.4
"3227",82.2
"3228",82.2
"3229",82
"3230",81.7
"3231",81
"3232",81.3
"3233",81.5
"3234",81.1
"3235",82.4
"3236",82.9
"3237",83.5
"3238",83.8
"3239",84.6
"3240",84.6
"3241",85.1
"3242",85.5
"3243",85.5
"3244",85.5
"3245",84.2
"3246",83.7
"3247",83.3
"3248",82.9
"3249",82.8
"3250",82
"3251",82.2
"3252",82.2
"3253",82
"3254",81.7
"3255",81.5
"3256",81.7
"3257",81.7
"3258",82.2
"3259",82.9
"3260",83.3
"3261",84.7
"3262",85.5
"3263",85.1
"3264",86
"3265",86
"3266",86
"3267",79
"3268",81.3
"3269",81.1
"3270",81.1
"3271",81.1
"3272",82.2
"3273",82.4
"3274",82.8
"3275",82.2
"3276",82.2
"3277",82.2
"3278",82.4
"3279",81.9
"3280",81.7
"3281",81.7
"3282",82.4
"3283",82.9
"3284",83.7
"3285",84
"3286",84.6
"3287",85.3
"3288",85.6
"3289",86.2
"3290",86
"3291",85.6
"3292",85.6
"3293",84
"3294",83.5
"3295",83.3
"3296",83.1
"3297",82.9
"3298",83.1
"3299",82.6
"3300",82.2
"3301",82.4
"3302",82.2
"3303",81.9
"3304",82
"3305",82.6
"3306",83.1
"3307",83.3
"3308",84.4
"3309",85.5
"3310",86.5
"3311",86.5
"3312",85.3
"3313",85.3
"3314",83.5
"3315",82.9
"3316",82.9
"3317",82.8
"3318",82.6
"3319",82.6
"3320",81.7
"3321",81.3
"3322",81.9
"3323",81.3
"3324",81.5
"3325",81.5
"3326",82.4
"3327",83.3
"3328",84.2
"3329",84.4
"3330",85.3
"3331",84.7
"3332",85.1
"3333",84.4
"3334",85.6
"3335",85.6
"3336",81.9
"3337",83.5
"3338",82.9
"3339",82.4
"3340",81.7
"3341",82
"3342",82.2
"3343",82.4
"3344",82
"3345",81
"3346",81
"3347",81
"3348",81
"3349",83.5
"3350",84.6
"3351",84
"3352",84.9
"3353",86.2
"3354",86.7
"3355",86.7
"3356",86.7
"3357",85.8
"3358",84
"3359",82.8
"3360",82.6
"3361",82
"3362",81.5
"3363",81.1
"3364",81.5
"3365",82.2
"3366",82
"3367",81.7
"3368",78.6
"3369",78.3
"3370",79.3
"3371",81.5
"3372",82
"3373",84.6
"3374",85.8
"3375",86.2
"3376",86.5
"3377",86
"3378",86.5
"3379",86
"3380",85.5
"3381",83.8
"3382",83.1
"3383",82.4
"3384",81.7
"3385",82
"3386",82.2
"3387",81.7
"3388",81.5
"3389",81.7
"3390",81.3
"3391",81.3
"3392",81.5
"3393",81.9
"3394",82.6
"3395",83.3
"3396",83.3
"3397",84.7
"3398",85.6
"3399",86.5
"3400",86.2
"3401",86.2
"3402",86
"3403",85.5
"3404",84.9
"3405",83.1
"3406",82
"3407",82.2
"3408",82.9
"3409",82.8
"3410",82.6
"3411",82.4
"3412",82.2
"3413",82.2
"3414",81.1
"3415",82
"3416",81.1
"3417",82
"3418",83.1
"3419",83.8
"3420",82.8
"3421",85.1
"3422",85.8
"3423",86
"3424",86.4
"3425",85.5
"3426",85.5
"3427",84.9
"3428",84.6
"3429",83.5
"3430",82.8
"3431",82.4
"3432",82.2
"3433",82.2
"3434",81.9
"3435",81.9
"3436",81.3
"3437",81.5
"3438",81.7
"3439",82.4
"3440",82.4
"3441",82.6
"3442",83.3
"3443",83.7
"3444",85.1
"3445",86
"3446",85.8
"3447",85.6
"3448",86
"3449",86
"3450",86.5
"3451",85.8
"3452",84.4
"3453",83.1
"3454",82.8
"3455",82.4
"3456",81.9
"3457",81.7
"3458",81.9
"3459",81.7
"3460",81
"3461",80.8
"3462",80.6
"3463",80.4
"3464",80.4
"3465",82
"3466",83.8
"3467",84.4
"3468",83.8
"3469",84.6
"3470",85.3
"3471",84.6
"3472",85.5
"3473",84.7
"3474",84
"3475",84.7
"3476",83.7
"3477",82.4
"3478",81.5
"3479",82.8
"3480",82.6
"3481",82
"3482",82
"3483",81.3
"3484",81.7
"3485",82.2
"3486",82.2
"3487",82.4
"3488",82.9
"3489",83.7
"3490",84
"3491",84.2
"3492",84.7
"3493",85.1
"3494",85.5
"3495",85.3
"3496",86.2
"3497",85.5
"3498",84.9
"3499",84
"3500",83.5
"3501",83.5
"3502",83.5
"3503",83.3
"3504",82.9
"3505",82.4
"3506",82
"3507",82.2
"3508",82
"3509",81.5
"3510",81.3
"3511",81.5
"3512",82.4
"3513",84
"3514",85.3
"3515",85.8
"3516",86.2
"3517",86
"3518",86.2
"3519",86.5
"3520",85.8
"3521",85.8
"3522",84
"3523",84.2
"3524",83.8
"3525",83.3
"3526",82.6
"3527",82.2
"3528",82.8
"3529",82.2
"3530",82
"3531",82.6
"3532",82.2
"3533",82.2
"3534",82.4
"3535",82
"3536",82.8
"3537",83.1
"3538",84
"3539",84.6
"3540",84.6
"3541",85.6
"3542",85.6
"3543",86.2
"3544",86.5
"3545",86.2
"3546",85.1
"3547",84.2
"3548",83.8
"3549",83.5
"3550",83.1
"3551",83.1
"3552",82.9
"3553",82.9
"3554",82.9
"3555",82.8
"3556",82.4
"3557",82.2
"3558",82.6
"3559",82.4
"3560",83.3
"3561",84.4
"3562",85.5
"3563",86
"3564",86.5
"3565",86.4
"3566",87.4
"3567",87.3
"3568",87.1
"3569",86.5
"3570",85.5
"3571",84.6
"3572",84
"3573",83.8
"3574",83.7
"3575",83.5
"3576",83.3
"3577",82.9
"3578",82.6
"3579",81.7
"3580",81.5
"3581",81.5
"3582",81.5
"3583",81.5
"3584",82.4
"3585",84.6
"3586",84.4
"3587",85.1
"3588",84.2
"3589",82.9
"3590",85.5
"3591",85.6
"3592",86.2
"3593",86.2
"3594",85.5
"3595",84.6
"3596",82.6
"3597",82.4
"3598",82.8
"3599",82.8
"3600",82.4
"3601",82.8
"3602",81.9
"3603",81.9
"3604",81.5
"3605",81.5
"3606",80.8
"3607",80.8
"3608",82.4
"3609",83.8
